app_name,package_name,review_id,user_name,review_text,rating,review_date
Wagely,com.wagely.android,68535f88-5cd6-4e14-af92-f0415a5f17a5,Vellia Sptmbr,"di komplen tidak ada jawaban , potongan gaji besar tidak sesuai dengan keterangan",1,2026-05-14
Wagely,com.wagely.android,d0cf5c4d-4fde-4f17-8779-401e7a1101c3,Sri Anggiani,"Apk aneh udah selesai potongan gaji besar di bulan maret, gaji april masih d potong. padahal cari duit susah",1,2026-05-11
Wagely,com.wagely.android,8a423907-6e96-4e05-a243-e5d2db60292a,Risma Dahlia,muter terus proses tf duit ga masuk masuk hadeuh,1,2026-05-09
Wagely,com.wagely.android,4f62cca9-4fe4-4d1b-b76b-ca672f3a51e2,Dji Drone,sangat membantu,5,2026-05-05
Wagely,com.wagely.android,448ad1b4-7819-4b6e-ba56-f0496d900de0,Alden Azpar mubarok,"maaf ,kalo bisa jangan slow respon admin nya,",5,2026-05-05
Wagely,com.wagely.android,78ebd319-4c9f-4589-95ef-4f5d21cb750c,M Faqihudin Almansuri,fitur penarikan dalam hitungan detik kenapa hilang ?,1,2026-05-05
Wagely,com.wagely.android,847c0fa0-f647-44a3-bf4d-af9de41bc7e7,Adif Firmansyah,sangat membantu,5,2026-05-05
Wagely,com.wagely.android,ca94e426-a954-41d6-80d2-965d2d4f718c,Anonsiata Grasia,respon CS nya lambat ketika ada kendala lalu di chat lewat Whatsapp...perbaiki pelayanan nya g cuma isi survey aja... banyak komplain lho,2,2026-05-04
Wagely,com.wagely.android,d97bac6a-c88e-4639-9e1f-9abf5f7a5308,Rizky jayanto,"narik instan aja lama banget gk jelas ni lama"" aplikasi udah gitu cs-nya responya lambat banget kalah sama botnya",1,2026-05-04
Wagely,com.wagely.android,fe2cd430-f373-472b-aa78-f4b885771a8c,FAHMI SHOLAHUDDIN,di komplen tidak ada jawaban...mohon di perbaiki lagi untuk keluhan nasabah dan mohon di infokan jikalau ada update sistem atau gangguan sistem...,1,2026-05-04
Wagely,com.wagely.android,a46b3cbc-4df4-49eb-9f53-36da6c64ec8e,Rachmat Hidayat,kak saya melakukan penarikan tpi masih proses. gimna ini,5,2026-05-04
Wagely,com.wagely.android,e643fd06-79ee-4406-93ae-74390fc78c53,Juwen,aplikasi busuk Batak berkedok tidak sesuai OJK bunganya gila gilaan mending cari aplikasi yg lain sebl. menyesal,1,2026-05-03
Wagely,com.wagely.android,8b94c14a-4b76-4dfb-b8e6-3c43a0ff9e47,Mohamad Sodikin,gimana sie baru narik 385000.kenpa gk bisa lagi malah suruh nunggu tanggal 16 mei kan total 1 juta baru segtu dah muncul lagi,1,2026-05-02
Wagely,com.wagely.android,f7d0757a-72a6-4620-8049-ac8724fd706f,Rina,sangat membantu,4,2026-04-28
Wagely,com.wagely.android,4953678c-df9c-4d28-abb7-edb32be678e5,botak 95,apk korup adminnya,1,2026-04-26
Wagely,com.wagely.android,ad5aa4d2-7731-4914-9240-a91801f15fc1,Kupluk Sdr,sangat membantu,5,2026-04-25
Wagely,com.wagely.android,395b5b80-afcd-49b1-8e5a-c00ba6c64584,Mamat Sunandar,sangat bagus dan bermanfaat,5,2026-04-25
Wagely,com.wagely.android,bcd7a33a-93bf-4917-9692-58ec2e554b84,Wawan Hermawan,fitur fiturnya lumayan lengkap tapi tidak semua intuitif ada beberapa yang perlu eksplorasi dulu untuk mengerti kegunaannya setelah beberapa kali pakai sudah mulai terbiasa dan tidak merasa kesulitan lagi,5,2026-04-24
Wagely,com.wagely.android,b3fa4970-45d4-460e-aca3-44e99ae4e02a,Anita Tri agustiyani,aplikasi ga berguna masa ga ada pengajuan ga ada konfimasi tiba tiba ada uang masuk dari gaji besar mana bunganya ga ngotak lagi,1,2026-04-24
Wagely,com.wagely.android,c9982a10-3d61-413f-b8a3-bcf9c3a68d94,Dinda Sayang,cs bisa dihubungi melalui beberapa saluran tapi waktu responnya berbeda beda lewat chat lebih cepat lewat email lebih lambat tapi keduanya akhirnya menjawab pertanyaan saya dengan cukup lengkap,5,2026-04-23
Wagely,com.wagely.android,c3c53f80-7d6b-4f5c-8934-9d82276378fd,Yansah Yansah,pinjaman lebaran...cicilan 858.000.. kenapa jd 1.030.000 ga sesuai perjanjian...biaya keanggotaan 172000 maksudnya apa ini???...setiap pemotongan selalu berbeda dengan potongan member yg satu pekerjaan..ini aneh,1,2026-04-21
Wagely,com.wagely.android,149f5ed1-33e6-4402-bffc-70fe7baa6303,Risdo Herdiyansyah,ngambil 25 ribu bunga dllin totalnya 13 000 ga logisss,1,2026-04-17
Wagely,com.wagely.android,18c08e16-ff51-419c-beb0-328d2891dcde,Namikaze Febrianto,fitur wagely walet nya tidak ada tolong benerin,1,2026-04-17
Wagely,com.wagely.android,3d0cfdad-0e07-4240-8c86-c62c1252bfcb,ardian Adi Nugraha,"makin ga rasional, penarikan makin kecil bunganya sama.. galagi lagi make dah",1,2026-04-16
Wagely,com.wagely.android,16d907b9-a42a-4221-a1cc-2500baaf509d,Gunt Gunt,penarikan semakin menurun bunganya semakin bertambah banyak,1,2026-04-16
Wagely,com.wagely.android,f1601eaf-648f-41a2-8c50-d07897d83cb4,ikan Kacang ijo,"kenapa fitur walet tiba tiba hilang padahal saya ambil terus taro disitu dulu malah ilang sia sia ambil tapi gak dirasain tetep dipotong,",1,2026-04-12
Wagely,com.wagely.android,6bf366dd-4ca5-4d68-a9cb-9ab476b9df10,Neng Maryam,aplikasi sampahhh,1,2026-03-31
Wagely,com.wagely.android,54a3786c-5192-41bb-a613-acdff13ce8b1,rizky Suhaeri,biaya keanggotaan naek 100% biaya penarikan naek 175% makin gila nih apk. udh pengajuan hapus akun. tapi ga di APUS APUS. najis najis,1,2026-03-28
Wagely,com.wagely.android,2d17477e-b8d0-4e0f-9a3d-a75af29a5909,avonk chanel,akhir2 ini wagely sering error,2,2026-03-25
Wagely,com.wagely.android,5aa0b3e1-16f1-46a8-a38b-16209535cf65,agung dermawan,"semakin kesini, semakin update, semakin kecil batas penarikannya .. sekarang cuma bisa tarik 375.000, sementara biaya admin, biaya penarikan instan dan hitungan pajak hampir 50.000",1,2026-03-24
Wagely,com.wagely.android,cc1d830a-865d-460e-98f4-dd2f8a186c6a,Atnawati Atnawati,ko sy semejak ambil gaji yg besar ko gaji sy hilang trus yh knapa yah,5,2026-03-19
Wagely,com.wagely.android,8acf7f02-9a1d-4a73-aca4-29e9393b19ee,raynaldi amwal,"gila limit nya makin kecil. Dari bebas penarikan, limit 750, dan update 19 maret 2026 cuma 375 dengan potongan admin yang sama. geloo kalau gak kepepet gak mau lagi pake wagely 😹.",1,2026-03-18
Wagely,com.wagely.android,12a67c6d-9977-4ecb-bb08-77ac5c392efd,Anissa Yuliana Ica,"Semakin mahal bunga nya, mengecewakan!",1,2026-03-18
Wagely,com.wagely.android,29457491-8c7a-4b59-8528-228595d7f4e4,Dali Indra,lah d non aktifkan knpa ya pdahal gk ada masalah sebelumnya,1,2026-03-11
Wagely,com.wagely.android,34a8b0b1-2138-47af-a932-19ae747a99d0,Asep Supriatna,"hapus ajah lah alpikasi wagelu .giliran mau daptar di respon giliran ada kendala ga di respon"" apaan coba yesel daptar ginian",1,2026-03-10
Wagely,com.wagely.android,a0a0e84b-d7a5-432c-b359-277b642e45ea,Slebew Cuaks,"hati hati dengan WAGELY, pinjam 560000, tagihan mu bisa 1600000... dan tiba2 kalian pinjem 1250000, tapi admin dan administrasi nya gak jelas gak ada di mana2.. ngeri WAGELY..",1,2026-03-09
Wagely,com.wagely.android,fb4507c7-695c-474c-af79-f24c756292ca,Supriadi Tasik,THR nya Mana.... hehehe🤭🤣🤣🤣😘,5,2026-03-06
Wagely,com.wagely.android,bceafe4b-a8e5-477d-bd98-cba1142ee42b,Aldi Pamungkas jr,aplikasi gak jelas,1,2026-03-06
Wagely,com.wagely.android,f270f8c0-8b43-403e-a368-de7d9a5f0ae1,Tiara Sugiarta Prasasti,"wagely parah ditarik dari jam 00.27 sampe pagi gak masuk masuk, muter muter doang, Udah admin mahal ada biaya keanggotaan juga riweh , bener-bener bikin kecewaan!!!!",1,2026-03-05
Wagely,com.wagely.android,51539d9f-b008-4751-9fdd-1e83509b7284,Khoirul Anwar,proses registrasinya cukup panjang perlu verifikasi beberapa tahap tapi saya mengerti ini wajar untuk aplikasi keuangan yang perlu memastikan identitas pengguna secara menyeluruh demi keamanan data,5,2026-03-05
Wagely,com.wagely.android,3fabe7d8-9fca-48b2-aa4f-444f6000b982,Sela Widia,aplikasi udah Diperbarui tp pas buka masih ada tulisan Perbarui.. gajelas,3,2026-03-04
Wagely,com.wagely.android,21981e2c-510c-4b15-a977-8af95165074f,Richi Baho,parah knpa di non aktifkan..,1,2026-03-04
