app_name,package_name,review_id,user_name,review_text,rating,review_date
GajiGesa,com.gajigesanative,11e85d60-c610-4750-8204-0384969dcdb1,deny mild,"sangat rekomendasi, dan bermanfaat banget",5,2026-05-12
GajiGesa,com.gajigesanative,c63452ea-1d0f-4c98-9704-4c1a2f0f42de,Akang Gowes69,"ini aplikasi menguntung kan pihak2 yang tidak bertanggung jawab , sudah tidak sesuai harapan & expektasi.",1,2026-05-11
GajiGesa,com.gajigesanative,07b69d73-11e4-44ee-94f2-8424225e45ca,Wildan Farid,sangat bagus,5,2026-04-30
GajiGesa,com.gajigesanative,ca03cae1-a7a2-44b5-b4eb-c6cbef558e5c,Yoseph Gerard Saikat,"Tidak bisa melakukan transaksi dengan keterangan akun tidak aktif dari 21 Maret 2026 sampai 21 April 2026. Sementara pihak Vendor tidak mengetahui penyebab hal ini. Koordinasi dengan CS aplikasi by WA, nomer saya malah di Blokir!",1,2026-04-29
GajiGesa,com.gajigesanative,a4587a26-164a-4136-ac45-30ad99cb4465,Ade Suryana,gk bisa transaksi udh 3 hari,1,2026-04-21
GajiGesa,com.gajigesanative,4fbfa6d0-8ef2-4ddd-9594-3b3a11852c4a,Ahmad basyairi Jerry s,sangat bagus,5,2026-04-10
GajiGesa,com.gajigesanative,8ef122c1-9a60-4b9b-9eba-14c6ab150bf3,Ari Triyanto,sangatlah mudah untuk mengakses pinjaman uang cepat jaminan pekerjaan,5,2026-03-13
GajiGesa,com.gajigesanative,4e367102-7ace-4183-8e2e-ff6fb233d357,asep sukandar,cukup bagus bisa bantu,4,2026-02-27
GajiGesa,com.gajigesanative,d86b7a20-00cb-42b1-b988-eda003d6439a,Hidayat Tullah,"udh daftar tapi egk bisa di buka, udah masukin no handphone tapi no OTP nyah egak terkirim-kirim l",2,2026-02-23
GajiGesa,com.gajigesanative,a3c414df-5395-40f1-8248-acb437d72ce8,San In,bagus seksli sangat membantu,5,2026-02-20
GajiGesa,com.gajigesanative,187b0954-0acf-48fa-8306-8e2258bfcfe8,Renny Budiadi,8x mau.tarik.dana gagal trus..payah,1,2026-02-11
GajiGesa,com.gajigesanative,a43109d3-97c3-4e8d-bf9f-a12b44fa4998,AHMAD Sulaeman,bagus bnget,5,2026-02-10
GajiGesa,com.gajigesanative,598a13ed-55c6-4f89-939a-e2332db571f6,Rizal,terlalu gede biaya potongannya,1,2026-02-07
GajiGesa,com.gajigesanative,81de4b99-ee7e-4659-bce4-5a232d55f632,Suhaedi Edi,cakep bagus sangan membatu kariawan dalam membatu kebutuhan ke uangan.,5,2026-01-22
GajiGesa,com.gajigesanative,89cca6eb-f7c8-471c-93bf-454f0110319f,ibnu abdissalam,"saya kasih bintang 3 dulu,,sebab kata HRD saya akun saya sudah bisa mulai penarikan dan aktif dan udh juga tanggal 21,,tapi gak bisa di tarik dengan alesan akun anda blom aktif",3,2026-01-21
GajiGesa,com.gajigesanative,762009a1-819b-43c3-a618-9cd6f1697bc7,DARK SOULS,"Punyaku Gk Cair, Gagal Mulu Padahal Biasanya Langsung Cair Lo",3,2026-01-19
GajiGesa,com.gajigesanative,a7468dad-d284-4baa-8c36-0cbc53d5d37a,Aulia Nugraha,"Tolong dong APKnya di benerin lagi masa sering banget ngebug, uda gtu selalu stuck suruh masukin nomer terus, ini gimana si gajigesa di perbaiki lg lah aplikasinya biar gabanyak orang kecewa pake apk ini.",1,2026-01-11
GajiGesa,com.gajigesanative,230de479-d22b-4272-82d6-2fcbf933b4e4,Dani Dani,👍,5,2026-01-08
GajiGesa,com.gajigesanative,8d9931d3-0106-4ff2-91f7-c96f2c26b822,Sofian “Andre” Andri,sangat baik dan mudah,5,2026-01-02
GajiGesa,com.gajigesanative,466e0e7e-004b-412d-bf01-3a71a690f6e7,Bedodo GIAWA,ok,5,2025-12-23
GajiGesa,com.gajigesanative,27a8adf5-ee60-42d6-8d3d-71bb0bea1bff,Haji Patiraja,GK benar aplikasi nya,1,2025-12-22
GajiGesa,com.gajigesanative,e6b172b2-b088-4913-ba13-e3ad659078fe,ARDJO DJOGJA,Sudah 12 jam lebih status masih menunggu. belum bisa cair,5,2025-12-22
GajiGesa,com.gajigesanative,3aefb12b-e146-4c9b-8e8e-6854bfc6bad6,Realme C16,cukup baik dan membantu,5,2025-12-21
GajiGesa,com.gajigesanative,1c2bb7aa-ef26-492f-afa1-3ff6f80d5698,Yudha 86,"gaji gesa sekarang lama GK Kya awal"" langsung cair ini udh nunggu 5 jam belum cair status menunggu",5,2025-12-21
GajiGesa,com.gajigesanative,9751a27a-8c56-485f-b223-7622583a8ede,Ujang Rahmat,aplikasi tdk untuk rekomendasi...banyak kendala pas pencairan trus dr CS nya juga low respon...mengecewakan,1,2025-12-21
GajiGesa,com.gajigesanative,ddbc5e47-92c6-469f-8955-9db15222d50f,Apri Yanto,aplikasi ini sangat biak,5,2025-12-20
GajiGesa,com.gajigesanative,3a9d1e44-bb90-480a-8895-c81d429b7817,Moh Sulaiman,sangat membantu,5,2025-12-20
GajiGesa,com.gajigesanative,277c4542-4790-45fc-acf6-8cab450cc934,Sumarna Bae,sangant membantu,5,2025-12-10
GajiGesa,com.gajigesanative,fb6843d1-7864-4b38-adc6-c5a47e586aab,jack J,cobalah buat apk gaji gesa jam brp si real time ny keluar gak jelas kadang jam 3:30 ini Uda jam brp hadeh please help me,5,2025-12-09
GajiGesa,com.gajigesanative,705e1e0e-239c-4651-8be3-51df52710368,doni joe,proses registrasi memerlukan data karyawan,5,2025-12-06
GajiGesa,com.gajigesanative,9ede4375-70a7-43a9-93b6-55546ee0dbbb,Yayan Kosyana,Layanan pengaduannya boot semua 🤦,2,2025-11-23
GajiGesa,com.gajigesanative,733a941b-ac93-4395-800b-4ff0463e99ba,Toto Broto,tersedia fitur riwayat transaksi di menu utama,5,2025-11-19
GajiGesa,com.gajigesanative,e65b25f3-c501-456a-bf7e-876a9408d6d5,Laila Zoya,pengajuan dari tgl 01-11-2025 ditolak dua kali dalam sehari dan saya mengajukan kembali ditanggal 02-11-2025 sampai tgl 03-11-2025 sampai detik ini status menunggu dan di menu aplikasi tidak ada layanan pengaduan...,1,2025-11-03
GajiGesa,com.gajigesanative,34d3ca62-7b4c-4209-9369-657f821dd77d,Wawan Gunawan,"bagus bnget aplikasi nya ,dengan senang hati",5,2025-09-26
GajiGesa,com.gajigesanative,f8eee4dd-6810-4ebe-b55d-659045b8214f,sugiyanto Gie,"halo, kalau mau komplain lewat apa, ada CS nya? saya transaksi statusnya menunggu, saldo sdh kepotong tapi belum terkirim dana nya.",4,2025-09-10
GajiGesa,com.gajigesanative,11eb329c-1242-475d-9524-8ecaaed1b343,Yubi Yanto,bagus sekali.. saya suka apk ini. mudah digunakan.,5,2025-08-19
GajiGesa,com.gajigesanative,7ea8d73d-a31e-411a-a077-10e1f2e3ab42,Sayadi Sayadi,membantu Karyawan yg Berada di bawah naungannya,5,2025-08-11
